,GEOID,Region,VMT,Area in squaremile,Area normalized VMT,Statewide percentile rank,County percentile rank
2397,6085511915,Santa Clara,75242.76364,0.434792012,173054.6136,55,49
2398,6037910715,Los Angeles,70871.04704,0.767364025,92356.48887,39,33
2399,6075016802,San Francisco,50025.01169,0.083113901,601885.0144,76,77
2400,6097154308,Sonoma,99649.35134,12.96860027,7683.894117,4,14
2401,6037115403,Los Angeles,77880.48887,0.271717012,286623.5291,66,64
2402,6073017202,San Diego,37308.07268,1.184559941,31495.30166,16,19
2403,6073020038,San Diego,43117.40112,2.87477994,14998.50494,8,8
2404,6037900808,Los Angeles,110051.0445,0.511454999,215172.4876,60,58
2405,6037270101,Los Angeles,58917.08982,0.144599006,407451.556,71,70
2406,6081603801,San Mateo,102003.3543,0.087807901,1161664.872,82,83
2407,6077000402,San Joaquin,58350.97481,0.563651979,103523.055,42,36
2408,6037302301,Los Angeles,70017.07444,0.270489007,258853.6782,64,63
2409,6059032003,Orange,67305.09005,0.860400975,78225.26011,34,27
2410,6073011700,San Diego,53679.02246,0.62963599,85254.05685,37,42
2411,6037573202,Los Angeles,93908.39698,0.250597,374738.7117,70,68
2412,6067009409,Sacramento,97951.69082,1.744819999,56138.56495,26,24
2413,6061020606,Placer,88095.77285,1.600579977,55039.90686,26,35
2414,6065043271,Riverside,86212.58977,1.551769972,55557.58349,26,29
2415,6029005406,Kern,70705.11968,1.257040024,56247.30983,26,16
2416,6037700501,Los Angeles,63816.55181,0.230746001,276566.231,65,64
2417,6037480704,Los Angeles,69479.75197,0.412901014,168272.1757,55,51
2418,6037190102,Los Angeles,65104.72181,0.145265996,448175.9214,72,71
2419,6073008349,San Diego,57373.03208,0.370593011,154814.1231,53,57
2420,6077003205,San Joaquin,56481.02379,0.613896012,92004.22003,39,33
2421,6037111303,Los Angeles,60848.25996,0.603825986,100771.1846,41,36
2422,6001402801,Alameda,58996.50605,0.112538002,524236.3004,74,71
2423,6097150800,Sonoma,73227.46796,5.334559917,13726.99325,8,23
2424,6059032063,Orange,67768.58603,2.336760044,29001.08901,15,9
2425,6107004103,Tulare,100147.2979,0.813692987,123077.4991,47,59
2426,6001428200,Alameda,47807.72701,0.836614013,57144.30584,27,25
2427,6073017057,San Diego,45472.28417,1.153380036,39425.2395,20,24
2428,6085512313,Santa Clara,52744.13567,1.014760017,51976.95491,25,15
2429,6037700802,Los Angeles,49531.4319,0.264611006,187185.8344,57,54
2430,6037601202,Los Angeles,38335.59712,0.252615005,151755.028,52,49
2431,6037143602,Los Angeles,50881.75773,0.471038014,108020.4914,43,38
2432,6001441921,Alameda,37188.7893,0.326954007,113743.1825,45,42
2433,6089010702,Shasta,118184.0736,4.813940048,24550.38335,13,24
2434,6083002710,Santa Barbara,23630.71775,0.283623993,83317.06167,36,58
2435,6073008368,San Diego,43403.02739,1.020320058,42538.63977,21,25
2436,6037700502,Los Angeles,63042.73088,0.19461,323943.9442,68,67
2437,6055200704,Napa,111260.2056,0.598246992,185977.0415,57,65
2438,6085511200,Santa Clara,41377.39549,0.795184016,52034.99398,25,15
2439,6031981800,Kings,159992.6958,0.880088985,181791.499,57,74
2440,6037111202,Los Angeles,65600.30926,0.720732987,91018.88002,38,33
2441,6077004309,San Joaquin,89558.32132,0.481898993,185844.591,57,53
2442,6085508510,Santa Clara,51196.86174,0.284462005,179977.8559,56,50
2443,6069000501,San Benito,84057.6681,0.968981981,86748.43261,37,50
2444,6095252605,Solano,62260.94799,0.607366979,102509.6031,42,38
2445,6037203602,Los Angeles,102738.4813,0.086260498,1191025.837,82,79
2446,6037670701,Los Angeles,59504.5709,1.113209963,53453.14261,25,19
2447,6067007603,Sacramento,58442.4392,0.602288008,97034.04094,40,41
2448,6059032039,Orange,63989.59512,0.742841005,86141.7109,37,31
2449,6037119900,Los Angeles,61077.61114,0.406259,150341.5582,52,48
2450,6013313106,Contra Costa,80805.62549,4.981219769,16222.05589,9,12
2451,6001436301,Alameda,48677.19292,0.408358991,119201.9619,46,44
2452,6037603102,Los Angeles,75334.0143,0.287936002,261634.5777,64,63
2453,6037901014,Los Angeles,97596.64989,2.414489985,40421.22789,20,14
2454,6073008351,San Diego,53618.71549,0.409144998,131050.6442,48,54
2455,6013355121,Contra Costa,69468.76223,1.875640035,37037.36375,19,24
2456,6037901007,Los Angeles,81033.84428,2.012680054,40261.66212,20,14
2457,6085512047,Santa Clara,77547.33615,0.638468981,121458.2673,46,38
2458,6037269601,Los Angeles,62480.52055,0.128824994,485003.0932,73,71
2459,6075015600,San Francisco,38123.6969,0.113488004,335927.1085,68,55
2460,6073013327,San Diego,33082.42596,0.616270006,53681.70713,25,30
2461,6029001105,Kern,105243.3384,0.351969987,299012.2516,67,60
2462,6037122420,Los Angeles,79930.35495,0.333101988,239957.6042,63,61
2463,6073020712,San Diego,60813.85642,2.344330072,25940.82512,13,13
2464,6077003310,San Joaquin,73652.89042,0.434798986,169395.2673,55,50
2465,6073020034,San Diego,55838.11582,0.541684985,103082.2662,42,48
2466,6067007439,Sacramento,55793.12987,0.720561981,77430.02175,34,36
2467,6037670702,Los Angeles,36440.16339,2.622489929,13895.25389,8,6
2468,6085504320,Santa Clara,110268.4439,0.356712997,309123.7069,67,64
2469,6037269908,Los Angeles,63457.40088,0.064653501,981499.8412,80,77
2470,6037432300,Los Angeles,59597.10267,0.767239988,77677.26346,34,29
2471,6067002400,Sacramento,37659.92738,1.245069981,30247.23748,16,10
2472,6071010021,San Bernardino,114477.4822,2.487309933,46024.61507,22,21
2473,6081600701,San Mateo,87321.37567,0.202046007,432185.6047,72,67
2474,6013338302,Contra Costa,54135.9531,2.669080019,20282.62649,11,15
2475,6037221220,Los Angeles,44218.83146,0.254595995,173682.353,55,52
2476,6059099308,Orange,38365.36957,1.528149962,25105.76221,13,7
2477,6059001710,Orange,54451.11277,1.222640038,44535.68598,22,15
2478,6037481001,Los Angeles,75242.63119,0.40527001,185660.4962,57,54
2479,6077001101,San Joaquin,88627.34983,0.785246015,112865.7111,45,40
2480,6037432202,Los Angeles,60610.35757,0.509530008,118953.4603,46,41
2481,6037702300,Los Angeles,49443.62243,1.000730038,49407.55306,23,17
2482,6077004202,San Joaquin,88510.28679,0.567966998,155837.0243,53,46
2483,6071002901,San Bernardino,135240.1522,0.500573993,270170.1529,65,53
2484,6061021037,Placer,60660.9127,0.399890989,151693.6224,52,60
2485,6075033204,San Francisco,64827.48507,0.149772003,432841.1428,72,65
2486,6085508205,Santa Clara,36417.97839,0.477984995,76190.63108,34,22
2487,6065043252,Riverside,85366.87901,1.744070053,48946.93241,23,26
2488,6065044926,Riverside,74498.01362,0.625530005,119095.8277,46,53
2489,6037127220,Los Angeles,50299.50948,0.252097994,199523.6403,59,57
2490,6071001503,San Bernardino,76479.39441,0.213730007,357831.8054,69,57
2491,6037139402,Los Angeles,57578.63358,0.943590999,61020.75334,28,22
2492,6001409500,Alameda,56657.80913,0.323017001,175401.9415,56,56
2493,6013314106,Contra Costa,110286.5856,0.390679985,282293.9227,66,60
2494,6079010903,San Luis Obispo,69897.08273,0.706632018,98915.81606,41,48
2495,6085503126,Santa Clara,81922.39316,0.596589029,137317.968,50,41
2496,6037195600,Los Angeles,55233.43159,0.203700006,271150.8589,65,64
2497,6061021044,Placer,71890.4356,0.929062009,77379.58814,34,46
2498,6037920109,Los Angeles,58721.68823,0.846974015,69331.15677,31,26
2499,6037920322,Los Angeles,65690.79896,0.403443992,162825.0767,54,50
2500,6073017070,San Diego,43076.43398,1.010820031,42615.33473,21,26
2501,6075012902,San Francisco,54392.77947,0.136248007,399218.8987,71,62
2502,6037407601,Los Angeles,69392.96354,0.301622987,230065.2357,62,60
2503,6071003700,San Bernardino,122633.5373,0.499518991,245503.2533,63,51
2504,6037601801,Los Angeles,57619.73046,0.187923998,306611.8813,67,66
2505,6059052417,Orange,61651.04721,0.81587702,75564.14223,33,26
2506,6079012403,San Luis Obispo,86565.86083,2.850929976,30364.07824,16,19
2507,6087122205,Santa Cruz,70297.44944,1.831459999,38383.28409,19,30
2508,6073020813,San Diego,44496.767,5.086390018,8748.201935,5,4
2509,6029003127,Kern,89988.71872,0.514200985,175006.8967,56,37
2510,6037236001,Los Angeles,46544.50606,0.850565016,54721.86743,26,20
2511,6037214100,Los Angeles,35989.62934,0.427908003,84105.99723,36,30
2512,6067007437,Sacramento,64468.59966,0.93204999,69168.60724,31,33
2513,6037480901,Los Angeles,80021.22754,0.367339998,217839.6795,61,59
2514,6037267902,Los Angeles,41384.55115,0.300413996,137758.3991,50,46
2515,6077003405,San Joaquin,74637.29739,0.432931989,172399.5898,55,51
2516,6095252707,Solano,89775.60948,1.456290007,61646.79361,28,27
2517,6037406701,Los Angeles,59852.1075,0.364145994,164362.9436,54,51
2518,6037134801,Los Angeles,45364.05582,0.356844008,127125.7323,48,44
2519,6077003110,San Joaquin,53959.80042,0.518144011,104140.5463,42,37
2520,6029006102,Kern,76990.42344,3.051369905,25231.42911,13,9
2521,6037900607,Los Angeles,89045.43718,0.661490977,134613.2303,49,45
2522,6037603007,Los Angeles,77128.6203,0.258785009,298041.2988,67,65
2523,6109002102,Tuolumne,30855.1699,324.9339905,94.95827092,1,6
2524,6061021039,Placer,99970.36823,0.714637995,139889.523,50,58
2525,6037920028,Los Angeles,53024.28322,0.994010985,53343.7598,25,19
2526,6037123203,Los Angeles,72139.17913,0.226876006,317967.4244,68,66
2527,6001423500,Alameda,34075.29907,0.245462999,138820.5116,50,48
2528,6073019304,San Diego,42514.22748,0.467298001,90978.83447,38,44
2529,6073016502,San Diego,39723.15871,0.811960995,48922.49621,23,29
2530,6037113425,Los Angeles,41716.26163,0.131003007,318437.4351,68,67
2531,6071003401,San Bernardino,115495.0217,1.000630021,115422.3032,45,37
2532,6099000905,Stanislaus,64972.0104,0.946799994,68622.74065,31,20
2533,6037621201,Los Angeles,43252.54443,0.633318007,68295.14391,31,25
2534,6065051100,Riverside,46430.7609,0.85332799,54411.38866,26,28
2535,6085502203,Santa Clara,87582.92772,0.248604998,352297.5339,69,67
2536,6041102202,Marin,104295.5042,1.222669959,85301.43675,37,56
2537,6071010022,San Bernardino,82274.13653,1.822350025,45147.27434,22,21
2538,6037650801,Los Angeles,60061.1655,0.285988986,210012.1625,60,58
2539,6059011715,Orange,36682.21019,0.956093013,38366.77989,19,12
2540,6029005511,Kern,86030.38606,3.484509945,24689.37883,13,9
2541,6073017104,San Diego,45699.99495,0.847545981,53920.37241,25,30
2542,6037197700,Los Angeles,23442.95821,0.270954996,86519.74876,37,31
2543,6095251000,Solano,30971.21861,0.280586004,110380.4828,44,40
2544,6065941300,Riverside,53831.63747,1.012050033,53190.68794,25,27
2545,6097153404,Sonoma,39820.36296,3.34762001,11895.12634,7,18
2546,6037408626,Los Angeles,55838.01509,0.964003026,57923.07032,27,21
2547,6073017113,San Diego,43149.73813,3.474139929,12420.26488,7,5
2548,6037117405,Los Angeles,79232.72915,0.077928603,1016734.888,81,77
2549,6107002003,Tulare,77676.17224,0.993843973,78157.31078,34,55
2550,6037216301,Los Angeles,42548.40949,0.217714995,195431.6902,58,56
2551,6081609202,San Mateo,70581.55804,0.351027012,201071.5861,59,49
2552,6085509801,Santa Clara,46754.34916,0.651136994,71804.16651,32,21
2553,6001423901,Alameda,41117.96006,0.152314007,269955.2116,65,64
2554,6077003306,San Joaquin,75450.47784,0.448107004,168376.0288,55,49
2555,6073013325,San Diego,47975.7511,0.393399,121951.8887,47,52
2556,6059032035,Orange,59626.02153,0.652731001,91348.53624,39,34
2557,6053012504,Monterey,77369.89083,0.562765002,137481.7029,50,63
2558,6075031201,San Francisco,40809.85118,0.198012993,206096.8354,59,39
2559,6059032062,Orange,65675.46945,1.62440002,40430.60124,20,13
2560,6075032901,San Francisco,42306.2302,0.259422004,163078.8041,54,31
2561,6037192300,Los Angeles,33162.11342,0.339574009,97657.98479,40,35
2562,6067009649,Sacramento,27907.91335,0.729968011,38231.6936,19,14
2563,6037463602,Los Angeles,47608.43008,0.358148992,132929.1193,49,45
2564,6059032027,Orange,54416.47003,0.678937018,80149.51107,35,27
2565,6077004310,San Joaquin,84863.71487,0.526524007,161177.2943,54,47
2566,6001441702,Alameda,26762.55031,0.435811013,61408.61408,28,26
2567,6037910605,Los Angeles,50609.13996,0.521234989,97094.67134,40,35
2568,6059062636,Orange,64802.34206,0.454744011,142502.9038,51,48
2569,6037104824,Los Angeles,69179.69375,0.228584006,302644.5062,67,66
2570,6071007404,San Bernardino,86216.74424,1.239889979,69535.80211,31,27
2571,6061021040,Placer,70680.22179,1.073979974,65811.48952,30,41
2572,6097151310,Sonoma,55628.35493,0.943912029,58933.8341,27,53
2573,6037500203,Los Angeles,57320.18275,0.722051978,79385.11976,35,29
2574,6065940800,Riverside,46098.34454,1.002699971,45974.21548,22,25
2575,6037702102,Los Angeles,47852.33109,0.435777009,109809.2147,44,39
2576,6037134720,Los Angeles,45388.05027,0.382061005,118797.9137,46,41
2577,6079012202,San Luis Obispo,86569.75537,0.694091022,124723.9233,47,55
2578,6013334008,Contra Costa,76724.41924,0.477122009,160806.7073,53,53
2579,6037603901,Los Angeles,51092.3473,0.284042001,179876.0294,56,53
2580,6059032055,Orange,65231.73829,0.479039013,136172.0788,49,45
2581,6065041912,Riverside,41652.01114,1.716689944,24262.97846,13,14
2582,6059087001,Orange,43751.17552,0.507596016,86192.90567,37,32
2583,6081612101,San Mateo,92744.30636,0.254718006,364105.8123,70,64
2584,6037117530,Los Angeles,45461.43754,0.215012997,211435.7648,60,58
2585,6001440200,Alameda,43535.85176,0.448215991,97131.41123,40,37
2586,6037127806,Los Angeles,54143.7263,0.263769001,205269.4826,59,57
2587,6037461000,Los Angeles,64208.50367,0.682803988,94036.50938,39,34
2588,6001435500,Alameda,37708.84368,0.390863001,96475.85867,40,37
2589,6057001210,Nevada,41868.96033,3.96510005,10559.37046,6,19
2590,6065043266,Riverside,83748.35315,0.40457201,207004.8127,60,64
2591,6037570703,Los Angeles,48701.83664,0.358972996,135669.917,49,45
2592,6073010019,San Diego,45259.65012,1.174219966,38544.43923,19,23
2593,6071006402,San Bernardino,88927.79806,0.760913014,116869.8608,45,37
2594,6059001901,Orange,55696.94827,0.317683011,175322.4009,56,54
2595,6099000908,Stanislaus,64633.93999,0.745284021,86723.90415,37,33
2596,6001441927,Alameda,36761.47279,0.251017004,146450.1296,51,51
2597,6065941100,Riverside,68833.62685,0.997632027,68997.00993,31,36
2598,6099000807,Stanislaus,59904.96602,0.50790298,117945.6873,46,51
2599,6029001106,Kern,89913.70062,0.267322987,336348.5555,68,64
2600,6037406101,Los Angeles,59217.4033,0.535953999,110489.7127,44,39
2601,6037800202,Los Angeles,64651.37991,10.57530022,6113.432109,4,3
2602,6029002202,Kern,84627.32204,0.440775007,191996.6438,58,41
2603,6059099239,Orange,46626.19723,0.875433981,53260.66639,25,18
2604,6077005220,San Joaquin,61132.67801,0.619080007,98747.62117,41,35
2605,6087123100,Santa Cruz,62362.31843,3.122400045,19972.55878,11,10
2606,6037503705,Los Angeles,59396.34062,0.454236001,130760.9712,48,44
2607,6081600702,San Mateo,80137.07666,0.119834997,668728.4919,77,75
2608,6073015701,San Diego,51230.35169,0.371176004,138021.7231,50,54
2609,6067006204,Sacramento,55132.27939,0.505466998,109071.9664,44,45
2610,6037503502,Los Angeles,44203.51586,0.472319007,93588.26389,39,34
2611,6037551002,Los Angeles,80454.021,0.375286013,214380.5477,60,58
2612,6099000601,Stanislaus,74739.17474,3.457380056,21617.28636,11,4
2613,6037920342,Los Angeles,75218.25385,0.313804001,239698.1992,63,61
2614,6111004710,Ventura,70579.63662,0.658478022,107186.0173,43,43
2615,6059011102,Orange,43534.08825,0.426972002,101960.0537,41,37
2616,6013345103,Contra Costa,76762.44075,1.254709959,61179.43051,28,33
2617,6037406601,Los Angeles,55220.41333,0.759925008,72665.60879,32,27
2618,6085512513,Santa Clara,63533.20397,0.493966997,128618.3174,48,39
2619,6107001303,Tulare,73903.323,0.783757985,94293.55037,39,57
2620,6037128602,Los Angeles,45387.15685,0.437974006,103629.7959,42,37
2621,6067007024,Sacramento,44916.84609,0.267325997,168022.7383,55,54
2622,6055200602,Napa,65650.63633,1.28876996,50940.53892,24,35
2623,6013367100,Contra Costa,60779.57894,0.684818983,88752.76598,38,41
2624,6037910301,Los Angeles,71086.35892,1.524230003,46637.55389,22,16
2625,6073017108,San Diego,40844.97226,0.810769975,50378.00302,24,30
2626,6107003501,Tulare,35958.31248,5.602799892,6417.918393,4,6
2627,6075042602,San Francisco,48396.06789,0.128207996,377480.8843,70,60
2628,6037141201,Los Angeles,48658.18716,0.270677,179764.7643,56,53
2629,6037910719,Los Angeles,71371.10154,0.770374,92644.74338,39,33
2630,6037267101,Los Angeles,43542.26462,0.187025994,232813.9724,62,61
2631,6037530802,Los Angeles,75883.07873,0.218659997,347036.8599,69,68
2632,6037123601,Los Angeles,45791.23356,0.591684997,77391.23653,34,28
2633,6073007402,San Diego,44991.18015,0.354736,126830.0373,48,53
2634,6107001011,Tulare,43115.76017,1.065729976,40456.55199,20,31
2635,6037550802,Los Angeles,71305.24444,0.506518006,140775.3398,50,47
2636,6037602106,Los Angeles,44289.15562,0.31655401,139910.2656,50,46
2637,6067009334,Sacramento,53610.03805,0.929410994,57681.73434,27,26
2638,6001407200,Alameda,45683.52673,0.276091009,165465.4631,54,55
2639,6081601302,San Mateo,79580.13734,0.228661999,348025.1972,69,63
2640,6037602105,Los Angeles,53787.38323,0.246567994,218144.2217,61,59
2641,6071010015,San Bernardino,102234.9167,2.305649996,44341.03914,21,20
2642,6087100500,Santa Cruz,63306.18676,2.20897007,28658.68923,15,22
2643,6075022901,San Francisco,34010.88097,0.0961022,353903.2489,69,57
2644,6037670101,Los Angeles,48621.94023,0.425121993,114371.7358,45,40
2645,6001427100,Alameda,33366.67338,0.460866988,72399.79056,32,30
2646,6037124201,Los Angeles,54321.64258,0.375521988,144656.3567,51,47
2647,6065040807,Riverside,81221.0512,0.774486005,104870.9088,42,48
2648,6009000506,Calaveras,78125.58627,14.91289997,5238.792349,3,29
2649,6059052530,Orange,30417.52117,0.391698003,77655.54317,34,26
2650,6087122002,Santa Cruz,44928.3025,19.95359993,2251.638935,1,1
2651,6031001003,Kings,81780.95192,2.106149912,38829.59682,19,19
2652,6037543804,Los Angeles,84528.99294,0.231764004,364720.1102,70,68
2653,6037577605,Los Angeles,46323.19557,0.703958988,65803.82714,30,24
2654,6073017902,San Diego,68001.92688,0.31103301,218632.5071,61,63
2655,6085508005,Santa Clara,56440.8152,0.406926006,138700.4378,50,42
2656,6037910210,Los Angeles,73432.70959,1.223709941,60008.26432,28,22
2657,6059011101,Orange,41286.8712,0.398009002,103733.511,42,37
2658,6037603006,Los Angeles,44093.62639,0.265457988,166103.9728,54,51
2659,6037143401,Los Angeles,50039.90998,0.428241014,116849.8773,45,41
2660,6037901013,Los Angeles,70424.98005,1.141260028,61708.0931,28,22
2661,6097151702,Sonoma,46232.76114,1.473580003,31374.44934,16,38
2662,6037405102,Los Angeles,57444.8773,0.371358991,154688.2632,53,49
2663,6037670603,Los Angeles,30059.6824,1.505579948,19965.51723,11,8
2664,6059062646,Orange,49351.02799,0.495640993,99570.10957,41,36
2665,6071000808,San Bernardino,75032.19084,0.990306973,75766.59849,33,29
2666,6001442502,Alameda,41409.20083,0.375162005,110376.8511,44,41
2667,6037910216,Los Angeles,71215.01,1.075510025,66215.10571,30,25
2668,6001440304,Alameda,49530.92306,0.377595007,131174.7298,48,47
2669,6037405701,Los Angeles,58323.73776,0.403055012,144704.1619,51,47
2670,6107001007,Tulare,51075.23058,1.119989991,45603.29198,22,34
2671,6037405201,Los Angeles,58719.39089,0.52422303,112012.2306,44,40
2672,6037602602,Los Angeles,59399.659,0.250537992,237088.4297,62,61
2673,6037920200,Los Angeles,76076.69351,4.388160229,17336.80849,9,7
2674,6037530301,Los Angeles,57121.71804,0.225581005,253220.4251,64,62
2675,6085503306,Santa Clara,44861.58045,0.643850029,69677.06525,31,20
2676,6029001104,Kern,76903.98342,0.431540012,178208.2338,56,38
2677,6037123206,Los Angeles,60982.65439,0.232759997,261998.0027,64,63
2678,6097150902,Sonoma,63026.91217,0.940346003,67025.23539,31,58
2679,6087110102,Santa Cruz,95935.48292,0.421171993,227782.1995,62,74
2680,6065043264,Riverside,63702.34638,1.035459995,61520.81844,28,32
2681,6071002902,San Bernardino,97837.9116,0.750874996,130298.5345,48,39
2682,6037480101,Los Angeles,60450.69239,0.438928992,137723.1706,50,46
2683,6037402706,Los Angeles,71881.36644,0.409978002,175329.8129,56,53
2684,6041119201,Marin,77327.12702,0.394145995,196189.0465,58,63
2685,6037405900,Los Angeles,56488.03489,0.509796023,110805.1697,44,40
2686,6013306004,Contra Costa,107955.5211,0.671581984,160748.09,53,53
2687,6037900301,Los Angeles,79516.96125,2.563960075,31013.33832,16,11
2688,6081605300,San Mateo,78946.83024,0.426582992,185067.9275,57,48
2689,6075047801,San Francisco,22011.60563,0.184018999,119615.9403,46,21
2690,6047001006,Merced,45727.62416,0.742628992,61575.32856,28,32
2691,6107001902,Tulare,60783.64071,0.881905019,68923.11459,31,53
2692,6099000303,Stanislaus,56409.463,0.989081025,57032.19612,27,18
2693,6083002709,Santa Barbara,6032.269222,0.273344994,22068.33622,12,27
2694,6087101002,Santa Cruz,58439.2128,0.791373014,73845.3444,33,45
2695,6037131400,Los Angeles,33070.2198,0.427469999,77362.6685,34,28
2696,6077005309,San Joaquin,37669.40101,0.506289005,74402.9608,33,26
2697,6001403702,Alameda,28994.96627,0.076873899,377175.6973,70,68
2698,6037910607,Los Angeles,53569.51875,0.472851992,113290.2466,45,40
2699,6053011902,Monterey,60087.146,2.641839981,22744.43056,12,16
2700,6107002004,Tulare,49890.39061,0.999790013,49900.86915,24,39
2701,6067009333,Sacramento,56643.63869,0.339260995,166961.8361,54,53
2702,6029006406,Kern,69685.74785,0.454382986,153363.4621,52,33
2703,6073017107,San Diego,34920.64467,0.728897989,47908.82292,23,28
2704,6095252910,Solano,62593.57713,0.639798999,97833.19019,40,35
2705,6017030810,El Dorado,36009.97473,1.038699985,34668.31161,18,59
2706,6037620303,Los Angeles,34174.34728,0.447145998,76427.71576,34,28
2707,6037123700,Los Angeles,52236.55061,0.367707998,142059.8708,51,47
2708,6037432401,Los Angeles,54370.39726,0.41001299,132606.5236,49,45
2709,6095253000,Solano,60210.01727,1.39052999,43300.0494,21,20
2710,6085503339,Santa Clara,43815.92367,1.448709965,30244.78656,16,9
2711,6065044931,Riverside,56686.96993,0.505034983,112243.6501,44,50
2712,6065040203,Riverside,58564.714,0.359429002,162938.1984,54,61
2713,6029001107,Kern,76356.57694,0.212559998,359223.6434,69,69
2714,6083980300,Santa Barbara,37641.58417,0.914991021,41138.74705,20,36
2715,6095253206,Solano,38937.94085,1.337460041,29113.34893,15,10
2716,6037463601,Los Angeles,36142.65776,0.358355999,100856.8515,41,36
2717,6073008377,San Diego,33386.66421,0.133493006,250100.4745,63,65
2718,6037214800,Los Angeles,35845.15214,0.222808003,160879.1048,53,50
2719,6099000910,Stanislaus,54955.80652,0.728173971,75470.70988,33,26
2720,6073013307,San Diego,45006.36087,0.505104005,89103.15577,38,44
2721,6061021403,Placer,54622.29525,1.02504003,53287.96303,25,33
2722,6029003134,Kern,57331.87494,0.503822029,113793.9028,45,26
2723,6115040305,Yuba,100365.1854,1.003250003,100040.0549,41,53
2724,6037431502,Los Angeles,43359.4984,0.780946016,55521.76142,26,20
2725,6073008355,San Diego,35234.6568,0.345283002,102045.7324,41,47
2726,6037232500,Los Angeles,54250.55265,0.296407014,183027.2229,57,54
2727,6037533108,Los Angeles,64057.51733,0.249198005,257054.6961,64,63
2728,6001423800,Alameda,26510.77795,0.418816,63299.34372,29,27
2729,6037143102,Los Angeles,50827.13207,0.151044995,336503.2533,68,67
2730,6013333102,Contra Costa,63252.59038,0.753094018,83990.29723,36,39
2731,6019005505,Fresno,49073.83469,0.995531023,49294.12904,23,28
2732,6037502005,Los Angeles,42161.43521,0.40249899,104749.1701,42,37
2733,6071002804,San Bernardino,83566.39938,0.387497991,215656.3421,60,48
2734,6075013101,San Francisco,36704.92298,0.066808097,549408.2992,74,75
2735,6059032051,Orange,48367.8909,0.341315001,141710.4162,51,47
2736,6085507704,Santa Clara,50875.63567,0.511829972,99399.48503,41,30
2737,6099000302,Stanislaus,61365.10308,0.539740026,113693.8158,45,49
2738,6013334007,Contra Costa,71521.92398,0.563175023,126997.6848,48,48
2739,6065043218,Riverside,68760.57994,1.924110055,35736.30301,18,19
2740,6037141304,Los Angeles,45933.92395,0.274996012,167034.8728,54,51
2741,6085509001,Santa Clara,38783.70042,0.333429009,116317.715,45,36
2742,6057000503,Nevada,39093.04169,1.876749992,20830.18082,11,38
2743,6001982100,Alameda,24821.63308,0.654582977,37919.76562,19,17
2744,6085503510,Santa Clara,44468.88588,0.398817003,111501.981,44,35
2745,6037115204,Los Angeles,51392.91604,0.297598988,172691.8375,55,52
2746,6085511502,Santa Clara,29310.68442,0.74840498,39164.20282,19,11
2747,6065043821,Riverside,47140.20817,0.769363999,61271.65842,28,32
2748,6097150304,Sonoma,52247.29961,1.19156003,43847.81152,21,46
2749,6037430802,Los Angeles,35769.33989,0.717939019,49822.25361,24,17
2750,6037601002,Los Angeles,42046.56817,0.244498998,171970.3088,55,52
2751,6037119700,Los Angeles,44531.90795,0.505927026,88020.41726,38,32
2752,6071007105,San Bernardino,96489.02793,1.700790048,56731.88649,27,24
2753,6075032802,San Francisco,29891.19507,0.249461994,119822.6417,46,21
2754,6013355126,Contra Costa,39242.58049,5.301909924,7401.59321,4,5
2755,6037620802,Los Angeles,32819.80966,0.496728003,66071.99404,30,24
2756,6075032801,San Francisco,33644.48311,0.226010993,148862.1533,52,29
2757,6037432502,Los Angeles,56095.31725,0.679526985,82550.53665,36,30
2758,6077003406,San Joaquin,58325.49467,0.32980901,176846.2744,56,51
2759,6037195100,Los Angeles,34437.90331,0.731804013,47058.91562,23,16
2760,6095252908,Solano,53137.8359,0.423853993,125368.2559,47,41
2761,6085504903,Santa Clara,48558.25998,0.229101002,211951.3206,60,54
2762,6037192410,Los Angeles,27908.09518,0.264055014,105690.4574,43,38
2763,6037220000,Los Angeles,48595.26555,0.375211,129514.5012,48,44
2764,6065030503,Riverside,64272.95916,0.215142995,298745.3025,67,69
2765,6107001010,Tulare,68357.49477,0.488382995,139966.9838,50,63
2766,6055201007,Napa,88130.90671,0.503135026,175163.5292,56,62
2767,6037901012,Los Angeles,69261.5046,1.500139952,46170.02869,22,16
2768,6085508706,Santa Clara,29022.7084,0.327829987,88529.75496,38,26
2769,6037800104,Los Angeles,41594.88546,13.21879959,3146.646197,2,1
2770,6065045116,Riverside,45081.28359,0.504857004,89295.15339,38,44
2771,6073008512,San Diego,32617.54244,0.803427994,40597.96605,20,25
2772,6099000909,Stanislaus,55195.27949,0.649201989,85020.19466,36,31
2773,6037132302,Los Angeles,41146.13824,0.250041008,164557.5603,54,51
2774,6059052436,Orange,42649.01509,0.648867011,65728.43797,30,23
2775,6037406000,Los Angeles,39904.5532,0.737398982,54115.28111,25,20
2776,6037293204,Los Angeles,59055.69604,0.233493,252922.7685,64,62
2777,6059011711,Orange,30281.99094,0.43680799,69325.63422,31,24
2778,6085506505,Santa Clara,62164.21911,0.253856987,244878.8978,63,59
2779,6111001506,Ventura,39528.63654,1.06851995,36993.82173,19,28
2780,6013355310,Contra Costa,50429.89245,0.506931007,99480.78094,41,43
2781,6037404301,Los Angeles,49324.41597,0.427599013,115352.0342,45,41
2782,6075047702,San Francisco,20719.79875,0.136212006,152114.335,52,30
2783,6065045119,Riverside,31551.27254,0.781004012,40398.34888,20,22
